2022-10-07T01:38:28.908661,00:14,00:14
2022-10-07T01:38:43.503621,00:14,00:28
2022-10-07T01:38:57.607221,00:13,00:42
2022-10-07T01:39:11.603529,00:14,00:57
2022-10-07T01:39:26.431996,00:14,01:11
2022-10-07T01:39:40.800371,00:14,01:26
2022-10-07T01:39:55.110768,00:14,01:40
2022-10-07T01:40:09.588884,00:13,01:54
2022-10-07T01:40:23.511808,00:14,02:08
2022-10-07T01:40:37.556753,00:13,02:22
2022-10-07T01:40:51.358851,00:14,02:36
2022-10-07T01:41:05.797427,00:14,02:51
2022-10-07T01:41:20.243521,00:14,03:05
2022-10-07T01:41:34.316276,00:13,03:19
2022-10-07T01:41:48.123936,00:14,03:33
2022-10-07T01:42:02.883598,00:13,03:47
2022-10-07T01:42:16.669163,00:14,04:02
2022-10-07T01:42:31.163317,00:14,04:17
2022-10-07T01:42:46.122830,00:14,04:31
2022-10-07T01:43:00.502679,00:14,04:46
2022-10-07T01:43:14.953575,00:14,05:00
2022-10-07T01:43:29.363544,00:14,05:15
2022-10-07T01:43:43.936723,00:14,05:29
2022-10-07T01:43:58.069629,00:14,05:43
2022-10-07T01:44:12.461564,00:14,05:58
2022-10-07T01:44:27.276291,00:14,06:12
2022-10-07T01:44:41.702753,00:15,06:28
2022-10-07T01:44:56.925654,00:14,06:42
2022-10-07T01:45:11.630678,00:14,06:57
2022-10-07T01:45:26.417955,00:14,07:12
2022-10-07T01:45:41.179563,00:14,07:27
2022-10-07T01:45:56.150418,00:14,07:42
2022-10-07T01:46:11.049971,00:15,07:57
2022-10-07T01:46:26.470072,00:14,08:12
2022-10-07T01:46:41.363339,00:15,08:28
2022-10-07T01:46:57.244330,00:15,08:43
2022-10-07T01:47:12.409165,00:15,08:59
2022-10-07T01:47:28.168364,00:16,09:15
2022-10-07T01:47:44.465674,00:15,09:31
2022-10-07T01:48:00.128449,00:15,09:47
2022-10-07T01:48:15.950579,00:15,10:02
2022-10-07T01:48:31.482402,00:15,10:18
2022-10-07T01:48:47.480373,00:15,10:33
2022-10-07T01:49:02.671389,00:14,10:48
2022-10-07T01:49:17.649812,00:15,11:03
2022-10-07T01:49:32.862362,00:15,11:19
2022-10-07T01:49:48.305317,00:15,11:34
2022-10-07T01:50:03.485738,00:15,11:50
2022-10-07T01:50:18.921776,00:15,12:05
2022-10-07T01:50:34.000135,00:15,12:20
2022-10-07T01:50:49.447275,00:15,12:35
2022-10-07T01:51:04.609400,00:15,12:51
2022-10-07T01:51:20.145571,00:15,13:06
2022-10-07T01:51:35.298549,00:15,13:22
2022-10-07T01:51:50.992401,00:15,13:37
2022-10-07T01:52:06.237176,00:06,13:43
2022-10-07T01:52:12.543388,00:06,13:50
2022-10-07T01:52:19.009746,00:06,13:56
2022-10-07T01:52:25.635731,00:06,14:03
2022-10-07T01:52:32.553699,00:07,14:10
2022-10-07T01:52:39.584151,00:07,14:18
2022-10-07T01:52:46.972631,00:08,14:26
2022-10-07T01:52:55.087812,00:08,14:34
2022-10-07T01:53:03.251858,00:08,14:42
2022-10-07T01:53:11.479947,00:10,14:52
2022-10-07T01:53:21.886509,00:08,15:01
2022-10-07T01:53:30.012459,00:04,15:05
