2022-10-07T01:53:41.282653,01:06,01:12
2022-10-07T01:54:47.540179,01:05,02:17
2022-10-07T01:55:53.170645,01:08,03:26
2022-10-07T01:57:01.571339,01:17,04:43
2022-10-07T01:58:19.001727,01:15,05:59
2022-10-07T01:59:34.706537,01:16,07:15
2022-10-07T02:00:50.730047,01:16,08:32
2022-10-07T02:02:07.695262,01:17,09:49
2022-10-07T02:03:25.100840,01:17,11:06
2022-10-07T02:04:42.328269,01:17,12:23
2022-10-07T02:05:59.415391,01:21,13:45
2022-10-07T02:07:21.288041,01:27,15:13
2022-10-07T02:08:49.120800,01:26,16:39
2022-10-07T02:10:15.336556,01:27,18:06
2022-10-07T02:11:42.381784,01:25,19:32
2022-10-07T02:13:08.149501,01:26,20:59
2022-10-07T02:14:34.999367,01:27,22:27
2022-10-07T02:16:02.809139,01:29,23:57
2022-10-07T02:17:32.532762,01:29,25:26
2022-10-07T02:19:01.785000,01:28,26:54
2022-10-07T02:20:30.413783,01:25,28:20
2022-10-07T02:21:56.126766,01:25,29:45
2022-10-07T02:23:21.279905,01:25,31:11
2022-10-07T02:24:46.946637,01:23,32:35
2022-10-07T02:26:10.532454,01:19,33:54
2022-10-07T02:27:29.607020,01:23,35:18
2022-10-07T02:28:53.517076,01:22,36:40
2022-10-07T02:30:16.252212,01:21,38:02
2022-10-07T02:31:37.899686,01:21,39:23
2022-10-07T02:32:59.340254,01:26,40:50
2022-10-07T02:34:25.747551,01:23,42:13
2022-10-07T02:35:49.060730,01:23,43:37
2022-10-07T02:37:12.877122,01:23,45:01
2022-10-07T02:38:36.690027,01:25,46:26
2022-10-07T02:40:01.977432,01:24,47:51
2022-10-07T02:41:26.673606,01:24,49:15
2022-10-07T02:42:51.296621,01:25,50:41
2022-10-07T02:44:17.228103,01:25,52:06
2022-10-07T02:45:42.417522,01:26,53:33
2022-10-07T02:47:08.493307,01:25,54:58
2022-10-07T02:48:34.006705,01:24,56:23
2022-10-07T02:49:58.960236,01:25,57:49
2022-10-07T02:51:24.473713,01:26,59:15
2022-10-07T02:52:50.897090,01:27,60:42
2022-10-07T02:54:18.406265,01:24,62:07
2022-10-07T02:55:42.848555,01:27,63:34
2022-10-07T02:57:10.220117,01:26,65:01
2022-10-07T02:58:37.023488,01:25,66:26
2022-10-07T03:00:02.432217,01:30,67:57
2022-10-07T03:01:32.582020,01:27,69:24
2022-10-07T03:02:59.802664,01:37,71:02
2022-10-07T03:04:37.766013,01:33,72:35
2022-10-07T03:06:11.201536,01:29,74:04
2022-10-07T03:07:40.345893,01:42,75:47
2022-10-07T03:09:23.238658,01:35,77:23
2022-10-07T03:10:59.065036,01:30,78:53
2022-10-07T03:12:29.437168,01:28,80:22
2022-10-07T03:13:57.643475,01:25,81:47
2022-10-07T03:15:23.275557,01:24,83:12
2022-10-07T03:16:48.081956,01:23,84:36
2022-10-07T03:18:11.852777,01:23,86:00
2022-10-07T03:19:35.798667,01:22,87:22
2022-10-07T03:20:57.917984,01:24,88:46
2022-10-07T03:22:21.945623,01:25,90:11
2022-10-07T03:23:46.963816,01:22,91:33
2022-10-07T03:25:09.265460,01:23,92:57
2022-10-07T03:26:33.105053,01:23,94:21
2022-10-07T03:27:57.024563,01:29,95:50
2022-10-07T03:29:26.134707,01:26,97:17
2022-10-07T03:30:52.935832,01:28,98:46
2022-10-07T03:32:21.683106,01:29,100:15
2022-10-07T03:33:51.120327,01:29,101:45
2022-10-07T03:35:20.823967,01:29,103:14
2022-10-07T03:36:50.467538,01:29,104:44
2022-10-07T03:38:20.312832,01:31,106:16
2022-10-07T03:39:52.040257,01:35,107:51
2022-10-07T03:41:27.090448,01:33,109:24
2022-10-07T03:43:00.261492,01:32,110:57
2022-10-07T03:44:33.212626,01:29,112:26
2022-10-07T03:46:02.403179,01:29,113:56
2022-10-07T03:47:32.191506,01:29,115:26
2022-10-07T03:49:02.054409,01:33,117:00
2022-10-07T03:50:35.777104,01:31,118:31
2022-10-07T03:52:06.801319,01:33,120:05
2022-10-07T03:53:40.666925,01:30,121:35
2022-10-07T03:55:11.387020,01:29,123:05
2022-10-07T03:56:41.296869,01:30,124:36
2022-10-07T03:58:11.824705,01:31,126:08
2022-10-07T03:59:43.535834,01:27,127:35
2022-10-07T04:01:11.435652,01:26,129:02
2022-10-07T04:02:37.985286,01:28,130:31
2022-10-07T04:04:06.518444,01:27,131:58
2022-10-07T04:05:34.288189,01:26,133:25
2022-10-07T04:07:01.062969,01:27,134:52
2022-10-07T04:08:28.460380,01:26,136:19
2022-10-07T04:09:54.968252,01:28,137:48
2022-10-07T04:11:23.871559,01:26,139:15
2022-10-07T04:12:50.807428,01:31,140:47
2022-10-07T04:14:22.768065,01:32,142:19
2022-10-07T04:15:55.033273,01:32,143:52
2022-10-07T04:17:27.668192,01:32,145:24
2022-10-07T04:18:59.958442,01:36,147:01
2022-10-07T04:20:36.567510,01:45,148:46
2022-10-07T04:22:22.388357,01:39,150:26
2022-10-07T04:24:02.201935,01:32,151:59
2022-10-07T04:25:35.112341,01:29,153:28
2022-10-07T04:27:04.175717,01:31,155:00
2022-10-07T04:28:36.085486,01:28,156:28
2022-10-07T04:30:04.305446,01:29,157:58
2022-10-07T04:31:33.982804,01:27,159:26
2022-10-07T04:33:01.566823,01:35,161:01
2022-10-07T04:34:36.593878,01:34,162:35
2022-10-07T04:36:11.039591,01:32,164:07
2022-10-07T04:37:43.451371,01:35,165:43
2022-10-07T04:39:18.787165,01:34,167:17
2022-10-07T04:40:53.263784,01:34,168:52
2022-10-07T04:42:28.228198,01:40,170:32
2022-10-07T04:44:08.453545,01:35,172:08
2022-10-07T04:45:43.812240,01:28,173:36
2022-10-07T04:47:12.017141,01:30,175:07
2022-10-07T04:48:42.945751,01:30,176:37
2022-10-07T04:50:12.970213,01:30,178:07
2022-10-07T04:51:43.122819,01:30,179:37
2022-10-07T04:53:13.404464,02:17,181:55
2022-10-07T04:55:31.093170,01:57,183:53
2022-10-07T04:57:28.696013,01:45,185:38
2022-10-07T04:59:14.188375,01:38,187:16
2022-10-07T05:00:52.311335,01:36,188:53
2022-10-07T05:02:28.508404,01:38,190:31
2022-10-07T05:04:06.988759,01:36,192:07
2022-10-07T05:05:43.160575,01:36,193:43
2022-10-07T05:07:19.428863,01:40,195:24
2022-10-07T05:09:00.218545,01:37,197:01
2022-10-07T05:10:37.469294,01:37,198:39
2022-10-07T05:12:14.976605,01:42,200:21
2022-10-07T05:13:57.124928,01:39,202:01
2022-10-07T05:15:36.522475,01:39,203:40
2022-10-07T05:17:15.763354,01:41,205:21
2022-10-07T05:18:56.883881,01:38,206:59
2022-10-07T05:20:35.410574,01:37,208:37
2022-10-07T05:22:13.062788,01:37,210:15
2022-10-07T05:23:50.800761,01:32,211:48
2022-10-07T05:25:23.606413,01:30,213:18
2022-10-07T05:26:54.444840,01:30,214:49
2022-10-07T05:28:24.866040,01:41,216:30
2022-10-07T05:30:06.231700,01:51,218:22
2022-10-07T05:31:58.221256,01:56,220:18
2022-10-07T05:33:54.397892,01:51,222:10
2022-10-07T05:35:45.479092,01:41,223:51
2022-10-07T05:37:27.314537,01:45,225:37
2022-10-07T05:39:13.091665,01:43,227:21
2022-10-07T05:40:56.977206,01:40,229:01
2022-10-07T05:42:37.252911,01:50,230:52
2022-10-07T05:44:27.816467,01:41,232:33
2022-10-07T05:46:08.952164,01:39,234:13
2022-10-07T05:47:48.537180,01:45,235:58
2022-10-07T05:49:34.380138,01:39,237:38
2022-10-07T05:51:14.332572,01:38,239:17
2022-10-07T05:52:52.578932,01:52,241:09
2022-10-07T05:54:45.167107,01:39,242:48
2022-10-07T05:56:24.417085,01:40,244:29
2022-10-07T05:58:04.515390,01:46,246:15
2022-10-07T05:59:50.996292,01:53,248:08
2022-10-07T06:01:44.351772,01:46,249:55
2022-10-07T06:03:31.274633,01:45,251:41
2022-10-07T06:05:16.585054,01:40,253:21
2022-10-07T06:06:56.764774,01:42,255:04
2022-10-07T06:08:39.667533,01:52,256:56
2022-10-07T06:10:31.845344,01:48,258:45
2022-10-07T06:12:20.653832,01:47,260:32
2022-10-07T06:14:07.978495,01:41,262:13
2022-10-07T06:15:49.032760,01:45,263:59
2022-10-07T06:17:34.635417,01:48,265:48
2022-10-07T06:19:23.484741,01:37,267:25
2022-10-07T06:21:01.191833,01:43,269:08
2022-10-07T06:22:44.194792,01:45,270:54
2022-10-07T06:24:29.956453,01:41,272:36
2022-10-07T06:26:11.610400,01:41,274:17
2022-10-07T06:27:52.723153,01:43,276:01
2022-10-07T06:29:36.662813,01:37,277:38
2022-10-07T06:31:13.805647,01:38,279:16
2022-10-07T06:32:52.004382,01:48,281:05
2022-10-07T06:34:40.496043,01:36,282:41
2022-10-07T06:36:17.340537,01:34,284:16
2022-10-07T06:37:51.966302,01:36,285:53
2022-10-07T06:39:28.794073,01:37,287:31
2022-10-07T06:41:06.704451,01:38,289:09
2022-10-07T06:42:45.151070,01:39,290:49
2022-10-07T06:44:24.676642,01:36,292:25
